"AISID";"USRCHONumber";"ObjectNameOnDoc";"EnsembleNameOnDoc";"SecurityStatus";"Category";"ObjectType";"global_id";
"Идентификатор в АИС Мосгорнаследия";"Номер ЕГРОКН";"Наименование объекта по документам";"Наименование ансамбля по документам";"Охранный статус";"Категория объекта";"Вид объекта недвижимости";"global_id";
"ea068583-3ebb-11e7-a3bd-005056806bb6";"";"Селище ""Ильино 1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608623816";
"ebdf5567-56f9-11e2-965f-005056806bb6";"771441198380006";"2-е Митинское селище, XVI-XVII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608623817";
"ebdf561d-56f9-11e2-965f-005056806bb6";"771440981500006";"Территория культурного слоя ""Овчинной слободы"", XVII в. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608623819";
"ebdf5656-56f9-11e2-965f-005056806bb6";"771740984560006";"Село Медведково (место древнего поселения с зоной культурного слоя), XVI-XVIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608623820";
"ebdf5696-56f9-11e2-965f-005056806bb6";"";"Территория культурного слоя ""Арбатец слободы"", XVII - нач. XVIII вв. н.э. (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608623822";
"ebdf56da-56f9-11e2-965f-005056806bb6";"771640668730006";"Селище 2-ое у Ленинских гор (верхнее), I-III вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608623823";
"ebdf56db-56f9-11e2-965f-005056806bb6";"771440835180006";"Территория культурного слоя ""Мещанской слободы"", XVII в. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608623824";
"ebdf56eb-56f9-11e2-965f-005056806bb6";"771440984600006";"Село Покровское-Рубцово (место древнего поселения с зоной культурного слоя), XVII в. (достопримечательное место)";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608623825";
"ebdf56f7-56f9-11e2-965f-005056806bb6";"";"Большой Кавалерский корпус, 1779-1794 гг.";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608623826";
"edb4daca-5b05-11e7-9639-005056806bb6";"";"Курганный могильник ""Лосиный остров-1""";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608623827";
"f266a5f8-56f9-11e2-965f-005056806bb6";"771441198320006";"Селище при 2-м Спас-Тушинском городище, I тыс. до н.э.- I тыс. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608623828";
"f266a636-56f9-11e2-965f-005056806bb6";"771440981850006";"Территория культурного слоя ""Тушинского лагеря Лжедмитрия II"", XVII в. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608623829";
"f266a65f-56f9-11e2-965f-005056806bb6";"771441212170006";"Красный пруд (конструкции средневекового водоема), XV-XVIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608623830";
"f266a672-56f9-11e2-965f-005056806bb6";"771441198470006";"Грунтовый могильник при Спасском на Всходне монастыре, XIV-XIX вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608623831";
"f90e0a18-3eb6-11e7-a3bd-005056806bb6";"";"Селище Рязаново 4";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608623832";
"f96f1d03-d573-11e5-87bd-005056806bb6";"";"Селище Юрово 3 (XV-XVI вв.) (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608623833";
"fa1f3c96-3eba-11e7-a3bd-005056806bb6";"";"Селище ""Рогово 1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608623834";
"fb91709f-32c8-11e6-b786-005056806bb6";"772341374820006";"""Курганный могильник Коньково 5"", XI–XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608623835";
"fc766558-d57e-11e5-87bd-005056806bb6";"";"Селище Спас-Купля 2 (XVI-XVIII вв.) (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608623836";
"fe8e4116-1247-11e8-9c1f-005056806bb6";"";"Сад при Государевом дворе, южная часть (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608623837";
"ff20fd1a-33f5-11e8-ac6f-005056806bb6";"";"Селище Остафьево 5 (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608623838";
"61f01e5c-c93f-11e3-af6a-005056806bb6";"";"Деснинские курганы. Группа № 2";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2609037448";
"67f1eb2b-c93f-11e3-af6a-005056806bb6";"";"Селище ""Десна-3"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2609037551";
"8ce306a8-56f9-11e2-965f-005056806bb6";"771441211600006";"Подземные конструкции и остатки укреплений ""Китай-города"", XII-XIX вв. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2609038166";
"931946f4-56f9-11e2-965f-005056806bb6";"";"Территория культурного слоя ""Городище на Самотеке"", XI-XVII вв. н.э. (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2609038354";
"9fbc9def-56f9-11e2-965f-005056806bb6";"771440981860006";"Территория культурного слоя ""Шаболовской слободы"", XVII в. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2609038740";
"abed83d6-56f9-11e2-965f-005056806bb6";"771440835230006";"Территория культурного слоя ""Ружейной слободы"", XVII в. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2609039128";
"abed8525-56f9-11e2-965f-005056806bb6";"771440981550006";"Территория культурного слоя ""Плотничьей слободы"", XVII в. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2609039185";
"b249eb44-56f9-11e2-965f-005056806bb6";"771440981600006";"Территория культурного слоя ""Дворцовых слобод"", XVII в. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2609039364";
"b5dc5ffa-d3dc-11e5-87bd-005056806bb6";"";"Поселение Рыбино 1 (I тыс. до н.э., XII-XIII вв.)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2609039461";
"d25d0d4e-56f9-11e2-965f-005056806bb6";"771440981700006";"Территория культурного слоя ""Чудовой слободы"", XVII в. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2609039929";
"d90ce584-56f9-11e2-965f-005056806bb6";"771440835130006";"Территория культурного слоя ""Воздвиженской слободы"", XVII в. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2609040030";
"d90ce5af-56f9-11e2-965f-005056806bb6";"771441199610006";"Территория культурного слоя ""Китай-города"", XI-XVIII вв. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2609040102";
"d90ce5fc-56f9-11e2-965f-005056806bb6";"";"Территория культурного слоя ""Крутицкой слободы"", XVII-XVIII вв. н.э. (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2609040113";
"df09ecf6-56f9-11e2-965f-005056806bb6";"771440981830006";"Территория культурного слоя ""Села Три горы"", XV-XVI вв. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2609040129";
"df09ed5e-56f9-11e2-965f-005056806bb6";"771440835070006";"Территория культурного слоя ""Сыромятнической слободы"", XVI-XVII вв. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2609040147";
"df09edfa-56f9-11e2-965f-005056806bb6";"771440981670006";"Территория культурного слоя ""Рождественской слободы"", XV-XVII вв. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2609040230";
"ebdf560a-56f9-11e2-965f-005056806bb6";"771440981570006";"Территория культурного слоя ""Гавриловской слободы"", XVII в. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2609040431";
"cbfe4527-56f9-11e2-965f-005056806bb6";"771440984500006";"Село Хлыново (место древнего поселения с зоной культурного слоя), XV-XVI вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2620125297";
"ebdf5677-56f9-11e2-965f-005056806bb6";"771741307770006";"""Территория культурного слоя Московского Кремля, кон. XI–XVIII вв. н.э.""";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2620125298";
"88f1d565-5564-11e5-a6f6-005056806bb6";"771741198590006";"Село Спас, XVI-XIX вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2622020131";
"3d4b5885-1039-11e5-93de-005056806bb6";"771741214710006";"Дер. Пенягино. XVI-XIX вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2622020135";
"e531514e-7a59-11ec-9efe-005056806bb6";"771640658110006";"""Царицынские курганы, (группы 2, 3, 4, 5, 6), XI – XIII вв. н.э.""";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2622020347";
"d90ce595-56f9-11e2-965f-005056806bb6";"771440981780006";"Территория культурного слоя ""Казенной слободы"", XVI-XVII вв. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2622021735";
