"AISID";"USRCHONumber";"ObjectNameOnDoc";"EnsembleNameOnDoc";"SecurityStatus";"Category";"ObjectType";"global_id";
"Идентификатор в АИС Мосгорнаследия";"Номер ЕГРОКН";"Наименование объекта по документам";"Наименование ансамбля по документам";"Охранный статус";"Категория объекта";"Вид объекта недвижимости";"global_id";
"a70bba3e-ff9d-11e4-b126-005056806bb6";"772241374630006";"""Курганы Марьино–Филимонки"", XII–XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2606929494";
"abed859e-56f9-11e2-965f-005056806bb6";"771440677840006";"Матвеевское селище, XII-XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608406604";
"01a9eeb8-32ea-11e6-b786-005056806bb6";"";"Селище Аксиньино 4 (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407405";
"029d59f6-1e2b-11e8-9e37-005056806bb6";"";"Селище ""Дьяково-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407406";
"058e5ecc-faf9-11e5-bb62-005056806bb6";"";"Поселение 1 , XII-XIV вв. (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407407";
"064bae6b-d57b-11e5-87bd-005056806bb6";"";"Селище Батыбино-5 (XV-XVI вв.) (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407408";
"082dbe1b-4795-11e8-ac6f-005056806bb6";"";"Городище Клоково";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407409";
"124572d2-9caf-11e8-a167-005056806bb6";"";"Культурный слой усадьбы Измалково (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407410";
"146eb41d-3eb8-11e7-a3bd-005056806bb6";"";"Селище ""Дмитровка 1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407411";
"14dc4dab-d3ee-11e5-87bd-005056806bb6";"";"Селище Сатино-Русское-6 (XV-XVI вв.) (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407412";
"16891f4f-d57d-11e5-87bd-005056806bb6";"772341375350006";"""Курганный могильник Ерино 3"", XII–ХIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407413";
"1743c801-33d6-11e6-b786-005056806bb6";"772241362880006";"""Курганный могильник Малинки"", XI-XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407414";
"1b9bd795-33db-11e6-b786-005056806bb6";"";"Селище Малинки (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407415";
"1e43aa8b-c293-11e6-b401-005056806bb6";"";"Селище Кокошкино 2 (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407416";
"2113a3aa-faf9-11e5-bb62-005056806bb6";"";"Поселение 2 (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407417";
"23e4eb21-33d8-11e6-b786-005056806bb6";"772241374620006";"""Курганный могильник Чертаново 9"", XI–XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407418";
"2454d37f-33d9-11e6-b786-005056806bb6";"772341375280006";"""Курганный могильник Зюзино 5"", XII–ХIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407419";
"27dfb0a8-33de-11e6-b786-005056806bb6";"772241374670006";"""Курганный могильник Узкое 3"", XII–XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407420";
"2a2c412b-c7e9-11e8-a167-005056806bb6";"";"Селище ""Черепово 1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407421";
"31337336-d577-11e5-87bd-005056806bb6";"";"Селище Сосенки 2 (конец XIV-XVIII вв.) (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407422";
"314802cc-e4ad-11e7-9c1f-005056806bb6";"772241356950006";"""Каменоломня ""Богородское 1"", XVII–XIX вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407423";
"3659a60d-4798-11e8-ac6f-005056806bb6";"";"Городище Красное";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407424";
"38723465-d574-11e5-87bd-005056806bb6";"";"Селище Секерино 1 (XV-XVI вв.) (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407425";
"3b91b21d-32d1-11e6-b786-005056806bb6";"772341375010006";"""Курганный могильник Узкое 4"", XII–ХIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407426";
"3e5ec956-1e2c-11e8-9e37-005056806bb6";"772241374180006";"""Селище ""Дьяково–2"", XI–XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407427";
"3eecf46c-faf9-11e5-bb62-005056806bb6";"";"Поселение 3, XII-XIV вв. (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407428";
"3f904c5b-e493-11e7-9c1f-005056806bb6";"";"Селище ""Пучково 1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407429";
"40ed6091-ff9e-11e4-b126-005056806bb6";"772341374850006";"""Курганы ""Остафьево"", XII-XIII вв. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407430";
"4ab944d2-1d6f-11e8-9e37-005056806bb6";"";"Культурный слой Садовой слободы, южная часть (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407431";
"50eb48e6-d570-11e5-87bd-005056806bb6";"";"Селище Спас-Купля 3 (XVII-XIX вв.) (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407432";
"583a5b88-c780-11e6-b401-005056806bb6";"";"Селище Кокошкино 1 (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407433";
"597a44ba-faf9-11e5-bb62-005056806bb6";"";"Поселение 1, XII-XIII вв. (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407434";
"59c0d87e-1d6e-11e8-9e37-005056806bb6";"";"Культурный слой Садовой слободы, северная часть (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407435";
"59e965a8-9a03-11e8-a167-005056806bb6";"";"Остатки подземных конструкций церкви Трех Святителей монастыря Всех Скорбящих радости. 1895-1910 гг. (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407436";
"5a5a5358-e49a-11e7-9c1f-005056806bb6";"";"Селище ""Троицк 5"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407437";
"60f09ec3-32f4-11e6-b786-005056806bb6";"";"Селище Аксиньино 3 (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407438";
"61f01d8a-c93f-11e3-af6a-005056806bb6";"";"Поселение ""РАНИС-1""";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407439";
"61f01d8e-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Костишово-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407440";
"61f01d92-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Троицкое-6"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407441";
"61f01d98-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Ознобишино-5"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407442";
"61f01db9-c93f-11e3-af6a-005056806bb6";"772241374640006";"""Курган ""Рязановский"", XI–XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407443";
"61f01dc1-c93f-11e3-af6a-005056806bb6";"772341375260006";"""Курганная группа ""Конаково–2"", XII–XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407445";
"61f01dca-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Песье-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407446";
"61f01dd5-c93f-11e3-af6a-005056806bb6";"";"Селище ""Тупиково-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407447";
"61f01ddf-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Сатино-Татарское-7"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407448";
"61f01de7-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Ознобишино-4"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407449";
"61f01dec-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Щапово-6"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407450";
"61f01df0-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Алхимово-2"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407451";
"61f01df2-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Роднево-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407453";
"61f01df8-c93f-11e3-af6a-005056806bb6";"";"Пенинское селище (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407454";
"61f01dfc-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Сальково-2"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407455";
"61f01e02-c93f-11e3-af6a-005056806bb6";"";"Селище ""Починковское"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407456";
"61f01e04-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Щапово-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407457";
"61f01e06-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Ознобишино-6"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407458";
"61f01e08-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Щапово-3"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407459";
"61f01e0a-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Сатино- Татарское-4"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407460";
"61f01e0e-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Троицкое-5"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407461";
"61f01e10-c93f-11e3-af6a-005056806bb6";"";"Курганная группа ""Ознобишино-4""";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407462";
"61f01e18-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Щапово-2"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407463";
"61f01e1c-c93f-11e3-af6a-005056806bb6";"";"Селище ""Конаковское"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407464";
"61f01e20-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Шаганино-1а"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407465";
"61f01e22-c93f-11e3-af6a-005056806bb6";"";"Ликовский погост (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407466";
"61f01e2b-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Остафьево-2"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407467";
"61f01e2e-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Старогромово-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407468";
"61f01e30-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Старое Сырово-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407469";
"61f01e3a-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Ознобишино-2"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407470";
"61f01e42-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Щапово-4"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407471";
"61f01e45-c93f-11e3-af6a-005056806bb6";"";"Селище ""Сальковское"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407472";
"61f01e58-c93f-11e3-af6a-005056806bb6";"772341375360006";"""Курганная группа ""Ознобишино–3"", XII–ХIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407474";
"61f01e5a-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Остафьево-4"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407475";
"61f01e5e-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Ознобишино-3"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407477";
"61f01e64-c93f-11e3-af6a-005056806bb6";"772241374660006";"""Курганная группа ""Сатино–Татарское–1"", XII–XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407478";
"61f01e68-c93f-11e3-af6a-005056806bb6";"";"Селище ""Николо-Хованское-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407479";
"61f01e6f-c93f-11e3-af6a-005056806bb6";"";"Селище ""Губкино-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407480";
"61f01e77-c93f-11e3-af6a-005056806bb6";"";"Городище ""Шаганино 1""";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407481";
"61f01e7c-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Ознобишино-11"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407482";
"61f01e7e-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Ознобишино-8"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407483";
"61f01e86-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Шаганино-4"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407484";
"61f01e88-c93f-11e3-af6a-005056806bb6";"772241362870006";"""Курганная группа ""Рыбино-2"", XII-XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407485";
"61f01e8f-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Ознобишино-3а"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407486";
"61f01e93-c93f-11e3-af6a-005056806bb6";"";"Селище ""Безобразовское"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407487";
"61f01e9b-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Троицкое-3"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407488";
"61f01e9d-c93f-11e3-af6a-005056806bb6";"";"Пансионат ""Десна"". Курганы";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407489";
"61f01e9f-c93f-11e3-af6a-005056806bb6";"";"Селище ""Юровское"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407490";
"61f01ea1-c93f-11e3-af6a-005056806bb6";"";"Селище ""Столбово-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407491";
"61f01ea4-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Троицкое-2"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407492";
"61f01ea8-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Русино-2"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407493";
"61f01eaa-c93f-11e3-af6a-005056806bb6";"";"Земляной редут французской армии";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407494";
"67f1ea51-c93f-11e3-af6a-005056806bb6";"";"Селище ""Ознобишинское"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407495";
"67f1ea56-c93f-11e3-af6a-005056806bb6";"772341374810006";"""Курганная группа ""Конаково–1"", XII–XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407496";
"67f1ea5a-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Рязаново-3"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407497";
"67f1ea70-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Молодцы-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407498";
"67f1ea74-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Батыбино-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407499";
"67f1ea7e-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Сатино- Татарское-5"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407500";
"67f1ea84-c93f-11e3-af6a-005056806bb6";"";"Селище ""Подосинки-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407501";
"67f1ea86-c93f-11e3-af6a-005056806bb6";"";"Селище ""Подосинки-2"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407502";
"67f1ea88-c93f-11e3-af6a-005056806bb6";"";"Селище ""Сальково-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407503";
"67f1ea95-c93f-11e3-af6a-005056806bb6";"";"Селище ""Красное""";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407504";
"67f1ea97-c93f-11e3-af6a-005056806bb6";"772241392710006";"""Курганная группа ""Шаганино-1"", XII-XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407505";
"67f1ea9e-c93f-11e3-af6a-005056806bb6";"772241374650006";"""Городище ""Роднево–1"", II в. до н.э. – I в. н.э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407506";
"67f1eaa0-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Сатино- Татарское-1а"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407507";
"67f1eaa4-c93f-11e3-af6a-005056806bb6";"772341375000006";"""Курганная группа ""Расторопово"", XI–XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407508";
"67f1eaa6-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Песье-2"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407509";
"67f1eaaf-c93f-11e3-af6a-005056806bb6";"";"Деснинское селище (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407510";
"67f1eab7-c93f-11e3-af6a-005056806bb6";"";"Селище ""Раево-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407511";
"67f1eab9-c93f-11e3-af6a-005056806bb6";"772241362860006";"""Курганы ""Рыбинские"", XII-XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407512";
"67f1eabb-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Сатино- Татарское-1б"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407513";
"67f1eac5-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Щапово-5"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407514";
"67f1eac9-c93f-11e3-af6a-005056806bb6";"";"Курганы ""Ликово""";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407515";
"67f1eacd-c93f-11e3-af6a-005056806bb6";"";"Селище ""Софьино-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407516";
"67f1ead5-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Ознобишино-9"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407517";
"67f1eade-c93f-11e3-af6a-005056806bb6";"";"Селище ""Чириковское"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407518";
"67f1eae4-c93f-11e3-af6a-005056806bb6";"772241362850006";"""Курганы ""Сальковские"", XII-XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407519";
"67f1eaf3-c93f-11e3-af6a-005056806bb6";"";"Селище ""Тарасово-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407520";
"67f1eb07-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Батыбино-2"" (достопримечательное место))";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407521";
"67f1eb09-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Сатино- Татарское-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407522";
"67f1eb0d-c93f-11e3-af6a-005056806bb6";"";"Селище ""Юрово-2"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407523";
"67f1eb0f-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Никульское-2"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407524";
"67f1eb15-c93f-11e3-af6a-005056806bb6";"772341365070006";"""Городище ""Рязаново–1"", последняя четверть I тыс. до н.э. – начало I тыс. н. э.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407525";
"67f1eb17-c93f-11e3-af6a-005056806bb6";"";"Каменоломни (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407526";
"67f1eb21-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Русино-3"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407527";
"67f1eb27-c93f-11e3-af6a-005056806bb6";"772341375540006";"""Игнатовские курганы"", XII–XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407528";
"68356a5c-d3dc-11e5-87bd-005056806bb6";"";"Селище Рязаново-1 (XIII-XIV вв.) (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407530";
"68feef6b-32ca-11e6-b786-005056806bb6";"772341375550006";"""Курганный могильник Узкое 2"", XII–ХIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407531";
"6ac958d7-d576-11e5-87bd-005056806bb6";"";"Селище Сосенки 3 (XVII-XVIII в.) (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407532";
"6dea2db3-c93f-11e3-af6a-005056806bb6";"";"Селище ""Лаптево"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407533";
"6dea2dba-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Ознобишино-7"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407534";
"6dea2dbe-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Ознобишино-10"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407535";
"6dea2dc3-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Батыбино-3"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407536";
"6dea2dc5-c93f-11e3-af6a-005056806bb6";"";"Кнутовские курганы";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407537";
"6dea2dd2-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Русино-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407538";
"6dea2dd4-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Сатино-Татарское-6"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407539";
"6dea2ddd-c93f-11e3-af6a-005056806bb6";"771741200490006";"Родневское городище (летописный город Перемышль Московского княжества), XII-XVI вв. н.э";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407540";
"6dea2de7-c93f-11e3-af6a-005056806bb6";"";"Селище ""Студенцы-2"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407541";
"6dea2de9-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Троицкое-4"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407542";
"6dea2dee-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Ознобишино-4а"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407543";
"6dea2df4-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Костишово-3"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407544";
"6dea2df8-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Остафьево-1"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407545";
"6dea2dfa-c93f-11e3-af6a-005056806bb6";"";"Селище ""Троицкое"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407546";
"6dea2dfc-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Костишово-2"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407547";
"6dea2e04-c93f-11e3-af6a-005056806bb6";"";"Поселение ""Остафьево-3"" (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407548";
"6dea2e0d-c93f-11e3-af6a-005056806bb6";"";"Курганы ""Ознобишинские"" (курганная группа ""Ознобишино-1"")";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407549";
"6e601aa9-d676-11e6-809a-005056806bb6";"772341374860006";"""Курганный могильник Нескучный сад–1"", XI–XIII вв.";"";"объект культурного наследия";"федерального значения";"Объект археологии";"2608407550";
"712e821d-d57c-11e5-87bd-005056806bb6";"";"Селище Круча-4 (XVI-XVIII вв.) (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407551";
"72b03010-d57d-11e5-87bd-005056806bb6";"";"Селище Круча 3 (XIV-XV вв.) (достопримечательное место)";"";"выявленный объект культурного наследия";"категория не устанавливается";"Объект археологии";"2608407552";
